text,sentiment
"Romantic comedies can really go either way, you know? You'll see one that's really sappy, and you'll think you want something more realistic. Then, you'll see one that's realistic, but it might be too dull to keep you interested. Or maybe you'll see one that does everything right, but just fails to make you smile. Romantic comedies are tough movies. You go into them with a lot of expectations, and usually, whether you like it is simply a matter of whether the filmmakes was anticipating your expectations or those of the guy or girl next to you.<br /><br />Of course, if you've got a girl next to you, and you're a guy like me, it probably doesn't matter all that much whether the movie's any good, you've got other things on your mind. For you, I say, ""Go get her, Tiger!"" For the rest of us, I say, ""See _A Guy Thing_."" It's a lot of fun.<br /><br />Because _A Guy Thing_ knows you're going in to this movie with expectations, so it doesn't pretend that its ""Guy about to get married meets the woman of his dreams, and it's not his wife!"" plot is going to make everyone happy. Sure, maybe you like it, but maybe it doesn't ring true, or you think it's cruel. _A Guy Thing_ covers that. What _A Guy Thing_ does is fill the screen with the best supporting cast I've seen in a long time, so if you don't the main plotline, you've still got something to make you smile.<br /><br />Whether we're talking about the seasoned veterans of big and small screen, like Larry Miller (Pretty Woman, Best in Show), James Brolin (Traffic), Julie Hagerty (Airplane!), David Koechner (Saturday Night Live and Conan O'Brien regular, Dirty Work, Austin Powers II) or Thomas Lennon (The State and Viva Variety), or new faces like Shawn Hatosy (The Faculty), or Colin Foo (Saving Silverman), we're talking about a bunch of very talented and skilled actors who know exactly how to take advantage of the film's inspired characterisation, steal the show, time after time, and still frame the piece with an energy and a joy rarely seen in romantic comedies these days.<br /><br />And that's not to detract from the actual romantic throughline and the stars that carry it along, because it's very sweet and terribly well done. Jason Lee (Mallrats, Chasing Amy, Dogma, etc.) is touching as the young professional whose life may be spinning out of control, and Selma Blair shows an understated brilliance in portraying the aspiring socialite and sophisticated career woman every guy wants to marry except for the guy who actually is.<br /><br />A lot of the success of the movie, though, falls on Julia Stiles, the right girl in the right place at the wrong time, and she wears it well. Not since, gosh, I don't know when, have I seen an actress in a romantic comedy that has made falling in love with her so easy. Of course, it's all in the closeups, the voice, and the subtle smiles, but it's magical, and it's one of the big reasons why we go to the movies in the first place.<br /><br />But Julie Stiles's slightly offbeat sophistication would be lost were it not for the fact that the rest of the cast is so incredibly dead-on in their classic simplicity. This is a movie that paints a broken world of irreconcilable stock types, makes them fall over each other to make you laugh, and then comes through with a great deal of heart.<br /><br />A Guy Thing is a movie you've definitely seen before, and the filmmakers clearly knew that when they set down to make it. We haven't really seen any new romantic comedies since Shakespeare; the relative success of this one or that one is entirely dependent upon the execution of the classic story of boy meets girl. A Guy Thing does embrace that with a bit of a metacinematic edge, often taking the scenes into the absurd in order to give the audience a chance to acknowledge the powerful emotions and ancient plot devices at play.<br /><br />For the record, it also even manages to poke fun at the rather traditional structural notions of sex and gender that form the center of every romantic comedy, so even the feminists out there might get a kick out of it.<br /><br />And guys, I think we can all agree that we wish our friends are as cool as Jason Lee's friends in this movie. I'm not going to spoil it for you, but when you try to explain to your girlfriend why the pharmacist and the clothing store clerk are among the coolest dudes in cinema, I suggest you just say ""It's a Guy Thing,"" and leave it at that.",pos
"I'm not a stage purist. A movie could have been made of this play, and it would almost necessarily require changes... comme ci, comme ca. But the modest conceits of this material are lost or misunderstood by the movie's creators who are in full-on ""shallow blockbuster"" mode. It would be hard to imagine a worse director. Perhaps only Josh Logan & Jack Warner could have ruined this in the same way Attenborough did.<br /><br />Onstage A Chorus line was a triumph of workshopping as a production method. Dancers answering a casting call found themselves sitting around shooting the crap about their stage-career experiences (very 70s!). Then Bennett and Hamlisch took some time, handed them a song and cast them as themselves. ...astonishing! Unbelievably modern. The 'story'of ACL is (in turn) about answering a casting call for a play we never have a complete view of, because the play doesn't matter. It was meta before the idea was invented, 25 years before Adaptation noodled with a similar idea. ACL was also another in a reductivist trend that is still alive, & which is a hallmark of modern creativity: that technique itself is compelling... that there's more drama in an average person's life than you could ever synthesize with invented characters. What a gracious idea. The stage play had one performance area (an empty stage) and three different ways to alter the backdrop, to alleviate visual tedium, not to keep viewers distracted. The space recedes and the actors stories are spotlighted. It worked just fine. That was the point. All these ideas are trampled or bastardized. Set-wise, there wasn't one, and no costumes either until the the dancers came out for their final bows, in which the exhilarating ""One"" is finally, powerfully, performed in full (gold) top hats and tails, with moves we recognize because we've watched them in practice sessions. The pent-up anxiety of the play is released --- and audiences went nuts. <br /><br />After Grampa manhandles this, it's like a mushed, strangled bird. He clearly has the earlier, respected All that Jazz (and Fosse's stage piece Dancin') in mind as he makes his choices. Hamlisch's score was edgy & interesting for it's time, but time has not been kind to it. It's as schmaltzy as ""jazz hands."" And that's before Attenborough ever touches it. He's remarkable at finding whatever good was left, and mangling it. <br /><br />A simple question might have helped Attenborough while filming this, ""Could I bear spending even a few minutes with people like these?"" A major issue for any adaptation of the play is how the 4th wall of theater (pivotal by it's absence in theater) would be addressed in the film format. There's never been a more ""frontal"" play. The answer they came up with was, ""I'm sorry.. what was the question?"" The cast has been augmented from a manageable number of unique narratives, to a crowd suffocating each other and the audience, and blending their grating selves together. I was well past my annoyance threshold when that annoying little runt swings across the stage on a rope, clowning at the (absent) audience. The play made you understand theater people. This movie just makes you want to choke them.<br /><br />Perhaps Broadways annoying trend of characters walking directly to stage center and singing their stories at the audience (Les Miz, Miss Saigon) instead of relating to other characters started here. But the worst imaginable revival of the play will make you feel more alive than this movie. <br /><br />A Chorus Line is pure schlock.",neg
"It's a good thing I didn't watch this while i was pregnant.I definitely would have cried my eyes out and/or vomit. It was Kind of gruesome mainly disturbing. I personally thought the baby was adorable in its own twisted little way.However as a mom I cringed when Beth stabbed herself in the stomach and when Virgina aborted the child during her 3rd trimester with rusty utensils no less.Also,as an animal lover i almost cried when she scratched the cat to a bloody pulp.However,As creepy and sinister as the baby was I was rooting for it to live.And as twisted as the movie was I am extremely intrigued to see the sequel...... ......... ....... ......... ......... ....... ...... .....",neg
"This is is a thoroughly unpleasant, if slickly made, movie. I tried it because it stars Richard Dreyfus and Jeff Goldblum, two good actors, and because the plot line - a mob boss is about to be released from a mental institution - sounded promising. The movie is billed as a comedy, sorta. What we have is an endless series of shots - you should pardon the pun - of people in dimly lit and elegant, if somewhat surreal, interiors, shooting each other - in the head, stomach, kneecap, foot, heart (no part of the anatomy is avoided, it seems) while uttering vague and cryptic dialogue, some of which is supposed, evidently, to be humorous in a sort of post-modern way. Goldblum's dialogue for the whole movie could fit on a 3x5 card, and he wears a single facial expression - a sardonic grin - throughout. Ellen Barkin and Gregory Hines do the best they can. Burt Reynolds does a cameo. The credits list Rob Reiner and Joey Bishop, but I somehow missed them (good move on their part). The whole thing is cold, sterile, mechanical and unsavory; an heir, I suspect, to the style of 'Pulp Fiction', 'Fargo' and 'Natural Born Killers'. If you liked those, you'll probably like this.",neg
"Millie is a sap. She marries a rich guy named Maitland and they have a child. She then catches him cheating on her and divorces him...but lets him keep the kid she claims to love. Back then in the early 1930s, she would have been entitled to hefty spousal and child support but lets the guy off amazingly easy...with no support...what a sap! Later, when she has a boyfriend and life seems pretty good, he turns out to ALSO be a cheat! Wow, does she have a hard time picking men.<br /><br />As a result of these bad relationships, Millie changes. Now she's a wild party girl--doing everything she can to distract herself from her hard luck. Suddenly, many years pass. Millie's daughter who she left early on in the film is now 17 and oddly fashions haven't changed one bit. An old friend of Millie's (yes, it's another evil man!) is now pretending to be the daughter's friend, but he has lecherous designs on her. Millie promises him that if he touches the girl, she'll kill him. Take a wild guess what happens next! <br /><br />Overall, the film is a confusing and often bizarre mess--a bit like ""Madam X"" but much, much less focused. So often Millie's motivations and actions seem to make little sense. And, the film seems to have a little of everything tossed into it--so long as it substantiates the notion that all men are pigs. Unusual but not particularly good.",neg
"My God, what an incredible movie it is! Reminded me so much of the similar scene in Mel Gibson's movie ""We were Soldiers"" when ""the Company is not lost, they're just cut off"" And the other scene in Pearl Harbour when the British officer says to Ben Affleck ""If all Americans are like you, then God help the nation that goes to war with America!<br /><br />Put all 3 movies together and you would have enough BULLSHIT to fertilise the entire Sahara Desert.<br /><br />The story of the cut-off Battalion may be real enough but the movie could have done without all that American preachy jingoistic propaganda attached to it. There were audible groans in the cinema during the above-mentioned scene in Pearl Harbour (no kidding either) The Lost Battalion however is really in a class of its own .<br /><br />""Americans think they are unbeatableinspired bravery. "" I actually cringed and damn near puked at all the swill being spewed out throughout this diarrhoeic disaster (the movie that is) <br /><br />The fighting scenes were well made (3 stars for that) but if the script is manure, then wrapped even in brightly coloured ribbons, it is still manure. The writer, James Carabatsos, also wrote those other screamersHamburger Hill, No Mercy , Heartbreak Ridge. Someone, please shoot him before he writes any more such garbage.<br /><br />The Director, Russell Mulcahy is an Australian too. God, the shame!!!",neg
"Most action films are crass of Hindi cinema, especially of Sunny and his family <br /><br />The film is typical Sunny type with bashes, big dialogues and melodrama<br /><br />The film also has typical Rajiv Rai ingredients of many henchmen and a weird villain<br /><br />The starting is okay and then the shift to Kenya is good but then the film goes on and on <br /><br />The sequence of events move at a slow pace and nothing that great happens<br /><br />They are many stupid scenes like the Kenya policemen are shown like jokers especially Sharat<br /><br />The climax too is prolonged<br /><br />Rajiv Rai does an okay job Music is okay, only 1 song works and that is the last TOOFAN Camera-work is good<br /><br />Sunny Deol is as usual, Chunky acts like a monkey while his serious scenes are laughable, Naseer is alright heroines are pure wood Amrish Puri is not even half as scary as he was in TRIDEV the rest are okay",neg
"I cried my heart out, watching this movie. I have never suffered from any eating disorder, but I think this must be a very true picture.<br /><br />Alison Lohman is excellent! She expresses these feelings amazingly well. My teenage years came back to me so vividly. Anyone who has gone through difficult times as a child or teenager will be able to relate to this movie. I recommend you all to see it!<br /><br />The music is great too - I've now discovered Diana Lorden.<br /><br />I'm also looking forward to seeing Alison Lohman in White Oléander, because I am positive she is perfectly suited for the role as Agnes.",pos
"When I found this film in my local videostore I expected it to be another cheesy American vampire film in the same vein of ""The Lost Boys""(1987).To my surprise ""To Die for"" is a really good movie.It's a little bit corny at times,but still there are enough stylish set-pieces and surprises to satisfy vampire enthusiasts.This is a perfect mix of romance and horror and it's surprisingly gory at times.Highly recommended.",pos
"Although, I had no earthly idea on what to expect from this movie, this sure as hell wasn't what I would have had in mind, had anything actually come to mind. Once I heard of its existence, all I knew was that I had to own a movie called Please Don't Eat The Babies. unfortunately, I could only find a copy under its alternate title, Island Fury. Looking back, I guess I could call it a lose-lose situation. On one hand, I still don't get to be known as the guy who owns a movie called Please Don't Eat The Babies, and on the other hand, Island Fury would ultimately reveal itself to be an awful, pointless, boring, unwatchable piece of garbage. Yeah, definitely lose-lose.<br /><br />I'm not even sure what genre they're going for here. Just early 80's badness, with a flashback that might actually be longer than the non-flashback. First up, two teenage girls are being chased by two bad guys, once caught, the bad guys bring to our attention that one of the girls have a coin on a string, around her neck, and somehow, these bad guys know of a lot more of these coins hidden on an island somewhere. And this is where things start to get weird, somehow these guys know of a trip the girls took to some island, years earlier, when they were only 10. I guess this is supposed to mean that the girls should know exactly where this alleged treasure is. So, now, we're in the past, while the girls try to retrace their steps, so these bad guys don't kill them, although, I wouldn't have minded if they had. In the flashback, the 10 year old counterparts are on a boat trip with their sisters and the sisters boyfriends, eventually stopping by an island for some air, they get mixed up with some kid and his killer grandparents. Any potential suspense or reasons to keep on watching never shows up, but the flashback was undeniably better than the present, which, still, isn't saying much.<br /><br />For a while there I had forgotten about the original story, At one point, I Ithought maybe the director had too, and when the flashback ended, that would be the end, which would have worked for me considering this disappointment would have been a half-hour shorter. This pointless movie within a pointless movie does eventually end, and real stuff does happen, but it's stupid. I guess I didn't exactly expect a movie filled with infants being devoured, or anything like that, but I did expect some form of outlandish B-entertainment, mostly just a confusing, inept storyline, unsure of its genre. My advice would be to seek out something worthwhile like Attack Of The Beast Creatures. If anyone, I would only recommend this one to serious B-movie collectors who must have them all, anyone else interested probably has brain damage. What really gets me is that I still have no idea why they called it Please Don't Eat The Babies. 3/10",neg
"This animation has a very simple and straightforward good vs. evil plot and is all about action. What sets it apart from other animation is how well the human movements are animated. It was really beautiful seeing the fleeing woman running around on the screen from left to right and look around, her movements were done so well. Why don't they use this rotoscopic technique more these days? It's quite effective.<br /><br />Fire and Ice, in it's prehistoric setting and scarcely dressed women, was clearly devoted to showing the beautiful damsel in distress in various sexy ways, her voluptuous body serving as pure eyecandy. Some may hate this and regard it as yet another moronic male sexual fantasy, others (including plenty of women) will adore it's esthetic quality. I for sure did not mind! Bakshi just loves animating lushious, voluptuous babes, as can also be seen in Cool World, and I don't think he has to apoligize since it's pretty much animation for adults. But I had also enjoyed this animation as a child and I never forgot it.<br /><br />This one was just special, so different from the standard Disney or Anime fare, and for that reason alone well worth the watch since it's possibly Bakshi's finest. For those who like animations with lushious women: try Space Adventure Cobra as well.<br /><br />I give Fire and Ice 8 out of 10.",pos
"Dreck about three beautiful women in California who go to cover some festival (or something). All the hotels are booked so they have to spend the night in a creepy old house. What they don't know is that there is a creepy inhabitant there who likes to kill...<br /><br />Yawn. Boring, pointless, utterly stupid ""horror"" film. Bach and her two buddies are certainly beautiful but the movie itself is dull dull DULL! Bach and her friends are no actresses--their faces are blank all the way through. The final ""revelation"" is laughably predictable and there's no blood or gore to keep you interested along the way. There is some expected gratuitous female nudity but that's not enough to save this. Boring, pointless and unknown (for good reason). A 1 all the way.",neg
"This movie is amazing! While being funny and entertaining, it is also profoundly deep and eye-opening. I will watch it again and again. Bruce is a guy who is unhappy with his life. He has a job and a life, but it isn't what he thinks it will take to bring him happiness. Bruce is bitter, unsatisfied, and resentful that his life isn't the way he envisions it should be. As a result of this state of mind, Bruce ends up losing his job and blaming God for everything that he thinks is wrong with his life. God comes to Bruce and grants him Godly powers. Bruce uses these powers to get everything he has always wanted. His life is finally exactly what he envisioned it would take to make him happy.....with one exception. In the process of gaining everything, he loses the one person who truly loved him. As the movie unfolds, Bruce learns that the real change that needed to occur in his life was not the circumstances, but his perception of what was truly there. This movie was inspirational and deep. If you really pay attention, it forces you to look at your life with a deeply humbling respect for the fact that a lot of the time we are so much more blessed than we recognize. As my wife says, ""Since when does anybody know what it takes to make them happy?"" and my humble addition, ""May we not lose ourselves and those who matter while we try to find out.""",pos
"This U.S soap opera, 'Knots Landing' has all the entertainment value of being trapped in an elevator. Every episode contained plots such as rape, murder, kidnapping and drug smuggling, not much different to the plots of other drama shows of the period. As for the cast, I've seen better actors on a cereal box. From the mid to late '90's, repeats of 'Knots' stunk up U.K-Gold like a mountain of mildewing nappies. I regret to announce that I had to suffer this as my mother was a huge fan of the show and would watch it religiously. Though since then, re-runs have been few and far between (let's hope it stays that way). The only positive thing that can be said of 'Knots' is the catchy saxophone signature tune, later used as the title music for the I.T.V sitcom, 'The Upper Hand'. Great legacy that, eh?",neg
"I must admit I do not hold much of New Age mumbo jumbo. When people ""exchange energy"" I always wonder how much kJ is actually exchanged and how it may contribute to solving the global warming problem. When energy ""is enforced"" I always wonder how they managed to violate the laws of entropy and still are without Nobel prizes. When people feel how well instinct enables them to flawlessly navigate through the complexities of life I wonder how they fail to do a simple thing like finding the train station.<br /><br />But then again, this is not the first movie with plot holes and most of them I find perfectly acceptable and entertaining. If this were the case with ""The Celestine Prophecy"" I wouldn't burn this movie down, but unfortunately it isn't. Every actor seems to be bored out of his head and unable to grasp what he are actually supposed to be doing on location. This results in many ""Ah-s"" and ""Oh-s"", like I tend to do when talking about quantum physics with somebody who actually knows what he is talking about and pretend to understand.<br /><br />The direction is uninspired as well. You might expect something more from the guy who did ""What dreams may come"", but hey, I supposed he got well paid for the job and adopted the attitude of a New York taxi driver: ""It's your money, buddy.."" The only one who seems to be having fun is all-time bad guy Jürgen Prochnow. Not only does he have a job, he is one of the few actors in this movie who may have a few wise cracks at this eternal and terribly boring New Age chatter.<br /><br />This movie is much like one of these dinner dates when you find out that your date is actually a horrible bore who seems to be unable to shut up. At one moment in time it seems the words turn into small ping pong balls that are thrown to your head incessantly until it hurts.<br /><br />If you want to have a good time and have to choose between this movie and sticking safety pins in your eyelids, take my advise: choose the latter.",neg
"Even though this movie came out a year before I was born, it is definetely one of my favorite comedies. It stars Redd Foxx as a father who tries to understand his son's homosexuality. Like most parents, he doesn't know a thing about what it means to be gay and has all of these stereotypical notions of what gay people are like. His son, Norman, is now grown up and living on his own. When his father, Ben, finds out that his son is gay, he pays his son a visit in hopes of changing him. The title comes from one of the funniest lines in the movie--when Ben gets to Norman's apartments he runs into a female prostitute and thinks it's his son in drag (""Norman... Is that you?""). The movie had me laughing from start to finish. Redd Foxx is great. Although a lot of the content is stereotypical, I didn't find anything offensive about the way the material was handled, and it even has a good ending. Highly recommended.",pos
"I love sharks. And mutants. And explosions. Theoretically, with those parameters in mind, HAMMERHEAD: Shark Frenzy should have been the best movie ever.<br /><br />It is not.<br /><br />The monster looks like a villain from Power Rangers, and has approximately the same range of rubbery movement. This might be okay if the makers weren't quite as proud of its design as they seem to be. That is to say, for a guy in a big rubber suit in an action/scifi/horror flick that could benefit from some mystery, the shark gets a lot of screen time. Granted, it is usually shaky and erratic. I guess you're supposed to assume that it's so scary that even the camera guy freaks out.<br /><br />The camera goes to a person about to get eaten, the camera goes to the shark. The camera goes back to the person about to get eaten, only now they are screaming and armless. And so on.<br /><br />The costuming is bad, the acting is poor, and the special effects are sub-par, but the writing is by far the worst. Things happen completely randomly so that more people can be eaten, or so something can explode. Because LET ME TELL YOU, the people who made this movie definitely went in with a more explosions = more better mindset. Characters shoot cars and there is a massive explosion. They shoot helicopters, there is a massive explosion. Barrels, rocks, trees, WHATEVER, they all explode, so much so that the freaking shark even explodes at the end.<br /><br />Speaking of which, I don't care how crazy a person is, I find it hard to believe that anyone would think trying to make a giant half-person half-shark have sex with a woman in order to make freaky shark people babies is a good idea. That is, UNLESS that person is the mad scientist in this movie.<br /><br />The bad thing is, the movie is so random (and at times, boring) that even its badness is not really enough to hold a person's prolonged interest. It might be a good one to MST3K with your friends, but past that, if you happen to catch this bad boy on, do yourself a favor and change the channel.",neg
"Images are great and reflect well the landscapes of Canada. The story was, on the other side, quite boring; To my eyes it was a love story in the woods just like Titanic was a love story on a boat. I did not feel that Grey Owl was great environmentalist. I usually like Lord Attenborough but this one was ... bad.",neg
"This is my favorite show. I think it is utterly brilliant. Thanks to David Chase for bringing this into my life.<br /><br />Season 1<br /><br />1. The Sopranos: 5/5<br /><br />2. 46 Long: 4.5/5<br /><br />3. Denial, Anger, Acceptance: 5/5<br /><br />4. Meadowlands: 4/5<br /><br />5. College:<br /><br />6. Pax Soprana: 5/5<br /><br />7. Down Neck: 4.5/5<br /><br />8. The Legend of Tennessee Moltisanti: 5/5<br /><br />9. Boca: 4.5/5<br /><br />10. A Hit Is a Hit: 3.5/5<br /><br />11. Nobody Knows Anything: 5/5<br /><br />12. Isabella: 5/5<br /><br />13. I Dream of Jeannie Cusamano: 5/5",pos
"I watched this movie last week sometime and had the biggest laugh i've had in a long while. The plot of the film is pretty dumb and convoluted in a badly crafted way. The only plus to be found anywhere in the film are Corey Savier's impressive abs. Alexandra Paul (i think that's her name) is horrendous as the preacher's wife who has a history of depression. Ted McKenzie is gross and his character's a twit on top of it all. And as if the fact that you think she's having sex with her son isn't enough, they throw in needless sax solos at every opportunity! The end and climax of this film is absolutely abysmal and also laughable. I mean who the hell wants to carry the child of a con who tried to make you think he was your son and that you were having an incestuous relationship with him!",neg
This was a silly movie with a predictable storyline and dreadful acting!! Willy Nelson was as stiff as his braids. The movie just seemed like a very long advert for the bright red lipstick that Jessica Simpson wore - especially as there were so many close-ups on her face. The premise was not amusing and as I said - soooooooo predictable. Whatever money was spent on making this movie was a shameful waste. Any allusions to other old Marilyn Monroe movies did not enhance the viewing of Blonde Ambition at all. It was also so unbelievable - Jessica Simpson being able to step into an executive secretary position at the drop of a hat - that was laughable!!!,neg
"I originally saw this movie as a boy at the old Rialto Theatre as part of a Saturday afternoon matinée triple bill which also featured Vincent Price's ""Last Man on Earth"" and Mario Bava's ""Nightmare Castle."" I had nightmares about blood lusting ghosts for a week afterwards! Though I didn't know it then, all three movies would prove to be classics of the genre. No wonder I was so scared! Though all three films frightened me, it was Castle of Blood that had the most profound impact.<br /><br />It was the first on the bill. I didn't even get to see it from the beginning as we were late getting to the cinema and missed the first 20 minutes of the movie. That's lot to miss since the edited print only ran about 79 minutes (the unedited runs 87minutes). But despite this, the dark creepy atmosphere (complete with ruined castles, fog enshrouded cemeteries, shadows and cobwebs), Gothic set design, strong acting, and suspense (especially the last 20 minutes) scared the bejeepers out of me and made a lasting impression It took me years to finally get a copy of the film for my collection. Since it was a French - Italian import, it wasn't a movie that showed up on the late show in Winnipeg. I couldn't quite remember the title (remember I didn't get to seen the beginning of the film and was scared witless), and to make matters worse, the film had been released under literally a dozen different movie titles (aka Danze Macabre, Coffin of Terror, Castle of Terror, Long Night of Terror, etc...) and the USA/UK working title ""Castle of Blood"" was very generic, similar to dozens of other ""b"" horror and suspense films, making it illusive. But thanks to the internet and perseverance, I found it at last! What a treat to finally watch the film in its entirety after so many years! It may not have had quite the sheer emotional impact that it did when I was a boy, but as haunted house movies go, it's stands up well and compares favourably to similar iconic films of the period such as ""The Haunting,"" ""The Innocents"" or ""Black Sunday,"" The film is a fine early effort of Italian director Antonio Margheriti. It stars 60's scream queen icon Barbara Steele and features a well written screenplay by Sergio Corbucci about a sceptical writer (Georges Riviere) who, on a bet, spends the night in haunted house and unsuspectingly becomes part of an annual ongoing ghostly story. The hypnotic Steele is well cast as the ghostly love interest - as is Arturo Dominici as Dr. Carmus, and Margarete Robsahm as Julia.<br /><br />Many of the tricks Margheriti employs to create the film's eerie atmosphere (cobwebs, creaking doors, fog, etc) are bound to seem cliché to a modern audience, but they work far more effectively in black and white than they ever could in modern day colour. Rather than using body counts and special effects, the film creates scares the old fashion way, relying on a good story, stylish direction, fine set production, interesting camera work, and strong acting performances. Margheriti does a marvellous job taking these elements and building the film's suspense as the horrifying paranormal secret of the house gradually reveals itself to the unwitting writer.<br /><br />The film is not without faults. The pace drags at the beginning of the film (ironically, the 20 minutes I originally missed). This is probably worsened by Synapse films effort to restore the film to its original length. Though fans will likely appreciate the chance to see the film restored - in terms of the intro - it may have been more of hindrance than a help. The English voice dubs are merely passable and, in the restored scenes, the language shifts from English to French (English subtitles provided) which is sure to be annoying to some viewers.<br /><br />However, Synapse Films deserves kudos for the quality of the print. Clearly some effort was put into its restoration and deservedly so.<br /><br />I enjoyed the film immensely and highly recommend it to aficionados of 60's Italian Goth films, or anyone who enjoys a good ghost story.<br /><br />Rob Rheubottom Winnipeg, MB Canada",pos
"I watched this film not really expecting much, I got it in a pack of 5 films, all of which were pretty terrible in their own way for under a fiver so what could I expect? and you know what I was right, they were all terrible, this movie has a few (and a few is stretching it) interesting points, the occasional camcorder view is a nice touch, the drummer is very like a drummer, i.e damned annoying and, well thats about it actually, the problem is that its just so boring, in what I can only assume was an attempt to build tension, a whole lot of nothing happens and when it does its utterly tedious (I had my thumb on the fast forward button, ready to press for most of the movie, but gave it a go) and seriously is the lead singer of the band that great looking, coz they don't half mention how beautiful he is a hell of a lot, I thought he looked a bit like a meercat, all this and I haven't even mentioned the killer, I'm not even gonna go into it, its just not worth explaining. Anyway as far as I'm concerned Star and London are just about the only reason to watch this and with the exception of London (who was actually quite funny) it wasn't because of their acting talent, I've certainly seen a lot worse, but I've also seen a lot better. Best avoid unless your bored of watching paint dry.",neg
"""Godzilla vs King Ghidorah"" is a perfect example how a great idea can be ruined by pathetic topics like pseudo-patriotism. Here, travellers from the future try to ruin Japan, replacing the local hero Godzilla with their puppy monster, the three-headed golden dragon King Ghidorah. They fail, however and in the end Godzilla fights Ghidorah. The battles between the two behemoths are very cool, but the plot of the movie is full with holes and the all thing about ""Japan is great"" is really stupid. The creators of this movie didn't even threat with respect the enemies of Japan, making them stupid big blond guys, who are easily outsmarted by the clever Japanese. The good thing is that in the end Godzilla and king Ghidorah nearly destroyed the both Japan and it's ridiculous enemies in one (actually two) spectacular combats. But till this battle royale, the film was really dull and pathetic.",neg
"Reading my review of THE HOUSE THAT SCREAMED, many may assume that I'm some 14 year old who thinks SCREAM is considered ""classic"" horror. This is not the case, as I'm 30 years old and have been watching horror films for most of my life. But admittedly, I'm a child of the 80's that grew up on slasher/zombie/ghost/cannibal, etc...types of horror films - so I do typically prefer horror films that are more graphic and faster-paced. Just like someone who can appreciate different music, painting, or in this case, film - but not necessarily like them - I can appreciate why some people may enjoy this sort of film...I just don't...<br /><br />THE HOUSE THAT SCREAMED is an exceedingly dull and tedious film about a school for wayward girls. The heavy-handed mistress of the school rules with an iron hand (or whip in some cases...) to keep the girls in line. She has a young son who creeps around and peeps on the girls while they shower (in their nightgowns no less (?!?)...), and meanwhile, girls are disappearing from the school as they are the victim of a murderer who's lurking about the campus...<br /><br />I can see why THE HOUSE THAT SCREAMED is often compared to SUSPIRIA (which is a masterpiece of a film in my opinion...), in terms of the atmosphere of the school itself and the interaction between the girls and their guardians - but this film is so dull and uneventful that I could barely stay awake. I'm all for ""tension"" and ""suspense"" in horror films - but this film held neither for me. Luckily, I wasn't expecting a whole lot going into this one, so I can't say I was really disappointed - THE HOUSE THAT SCREAMED just reinforced the fact that I personally don't typically enjoy most horror films much older than from the 70's. This isn't a hard and fast rule, but those that I HAVE enjoyed definitely seem to be more of the exception. Probably a ""must-see"" for horror fans who enjoy more understated and suggestive horror films - but as I don't really know too many fans of that sort of material, I can't really recommend this one...4/10",neg
"There is no possible reason I can fathom why this movie was ever made.<br /><br />Why must Hollywood continue to crank out one horrible update of a classic after another? ( Cases in point: Mister Magoo, The Avengers - awful! )<br /><br />Christopher Lloyd, whom I normally enjoy, was so miserably miscast in this role. His manic portrayal of our beloved ""Uncle Martin"" is so unspeakably unenjoyable to be almost criminal. His ranting, groaning, grimacing and histrionics provide us with no reason to care for his character except as some 1 dimensional cartoon character.<br /><br />The director must have thought that fast movements, screaming dialogue and ""one-take"" slapstick had some similarity to comedy. Apparently he told EVERY ACTOR to act as if they had red ants in their pants.<br /><br />Fault must lie with the irresponsibly wrought script. I think the writer used ""It's a Mad, Mad, Mad, Mad World"" as an example of a fine comedy script. As manic as that 1963 classic is, it is far superior to this claptrap - in fact - suddenly it looks pretty good in comparison.<br /><br />What is most sad about this movie is that it must have apparently been written to appeal to young children. I just am not sure whose children it was made for. Certainly no self-respecting, card-carrying child I know!<br /><br />If they HAD to remake ""My Favorite Martian"", why didn't they add some of the timeless charm of the original classic? <br /><br />Unfortunately, IMDB.com cannot factor in ""zero"" as a rating for its readers, that is the only rating that comes to mind in describing this travesty.<br /><br />One good thing did come from this movie, the actors and crew were paid - I think.",neg
"The only part lacking in this movie is Shue's part as the daughter wanting to follow in her ""aunt's"" footsteps as a daytime soap star. Otherwise it would be a perfect 10.<br /><br />It seems that every actor enjoyed their parts and overacting to fulfill their own enjoyment as well as the script - I have to wonder if a little ad lib'ing wasn't taking place in parts. It was well cast and there are some classic lines that will stick with you.<br /><br />It's a fantastic movie everyone should see at least once. I'd recommend not drinking anything that would sting coming out your nose.<br /><br />You'll definitely want to watch the last scene closely, 'Nurse Nan' has a little secret she'd rather not have shared with you.<br /><br />If you love daytime soaps or despise them, this move pokes fun in all the right places.",pos
"Have no illusions, this IS a morality story. Granger is the troubled ex-buffalo hunter, tempted back to the plains one more time by kill-crazed Taylor. Granger can see the end is near, and feels deeply for the cost of the hunt-on the herds, the Indians and the land itself. Taylor, on the other hand admittedly equates killing buffalo, or Indians to 'being with a woman.' While Granger's role of the tortured hunter is superb, it's Taylor who steals the show, as the demented, immoral 'everyman' out for the fast buck and the goodtimes. There's not a lot of bang-bang here, but the story moves along quickly, and we are treated to a fine character performance by Nolan. The theme of this story is just as poignant today, as in the 1800s-man's relationship to the land and what's on it, and racism. Considering when this was made, the Censors must have been wringing their hankies during the scenes in the 'bawdy house', Taylor's relationship with the squaw, and much of the dialogue. Although downbeat, this is truly a great western picture.",pos
